spol,tip_putnika,godine,vrsta_putovanja,klasa,udaljenost_leta,vrijeme_odlaska_dolaska,kasnjenje_polaska_u_minutama,kasnjenje_dolaska_u_minutama,zadovoljstvo_putnika
zensko,Nelojalan putnik,25,Poslovno putovanje,Poslovna,587,4,9,3,Zadovoljan
zensko,Lojalan putnik,62,Lično putovanje,Ekonomska Plus,296,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,56,Poslovno putovanje,Ekonomska,1080,4,6,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Lično putovanje,Ekonomska,937,3,0,18,Neutralan ili nezadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,1847,3,0,0,Zadovoljan
musko,Lojalan putnik,34,Poslovno putovanje,Ekonomska,867,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,59,Lično putovanje,Ekonomska,583,5,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,33,Poslovno putovanje,Poslovna,731,1,0,1,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,2593,5,54,178,Zadovoljan
zensko,Lojalan putnik,9,Lično putovanje,Ekonomska,228,5,0,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,802,4,9,3,Zadovoljan
musko,Lojalan putnik,28,Poslovno putovanje,Poslovna,650,3,26,74,Neutralan ili nezadovoljan
musko,Lojalan putnik,30,Lično putovanje,Ekonomska Plus,325,5,1,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,547,3,0,10,Zadovoljan
musko,Lojalan putnik,20,Lično putovanje,Ekonomska,873,0,0,4,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Ekonomska Plus,2475,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,192,5,0,0,Zadovoljan
musko,Nelojalan putnik,17,Poslovno putovanje,Ekonomska,109,4,150,151,Neutralan ili nezadovoljan
zensko,Lojalan putnik,45,Lično putovanje,Ekonomska Plus,425,1,14,23,Neutralan ili nezadovoljan
zensko,Lojalan putnik,29,Poslovno putovanje,Ekonomska Plus,374,4,11,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,60,Poslovno putovanje,Poslovna,628,2,4,0,Zadovoljan
zensko,Lojalan putnik,14,Poslovno putovanje,Poslovna,2515,5,8,,Zadovoljan
zensko,Nelojalan putnik,30,Poslovno putovanje,Poslovna,3711,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,57,Lično putovanje,Ekonomska,802,5,54,115,Neutralan ili nezadovoljan
zensko,Lojalan putnik,58,Poslovno putovanje,Poslovna,3929,5,66,46,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,592,1,70,82,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Lično putovanje,Ekonomska Plus,189,5,9,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,57,Poslovno putovanje,Ekonomska,1208,5,27,,Zadovoljan
musko,Lojalan putnik,47,Lično putovanje,Ekonomska,190,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,37,Poslovno putovanje,Poslovna,358,3,2,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Poslovna,611,2,2,7,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,19,Poslovno putovanje,Ekonomska,679,1,64,88,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,23,Poslovno putovanje,Ekonomska,719,1,65,64,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,17,Poslovno putovanje,Ekonomska Plus,2588,5,91,75,Zadovoljan
zensko,Lojalan putnik,62,Poslovno putovanje,Ekonomska Plus,999,2,86,140,Neutralan ili nezadovoljan
zensko,Lojalan putnik,25,Poslovno putovanje,Poslovna,2341,4,0,0,Zadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,2511,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,337,1,32,80,Zadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,3938,0,11,5,Zadovoljan
musko,Lojalan putnik,59,Lično putovanje,Ekonomska,190,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,62,Lično putovanje,Ekonomska,125,4,5,2,Neutralan ili nezadovoljan
zensko,Lojalan putnik,26,Poslovno putovanje,Poslovna,2623,3,31,20,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Poslovna,1032,2,16,0,Zadovoljan
musko,Nelojalan putnik,36,Poslovno putovanje,Poslovna,391,4,8,4,Neutralan ili nezadovoljan
zensko,Lojalan putnik,23,Lično putovanje,Ekonomska,1448,4,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,29,Poslovno putovanje,Poslovna,867,2,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,10,Poslovno putovanje,Ekonomska,1107,3,5,11,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,78,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,20,Poslovno putovanje,Ekonomska Plus,407,4,45,34,Neutralan ili nezadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Poslovna,2773,3,0,0,Zadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,1738,4,0,0,Zadovoljan
zensko,Lojalan putnik,41,Poslovno putovanje,Poslovna,2999,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,48,Lično putovanje,Ekonomska,577,4,25,34,Neutralan ili nezadovoljan
musko,Lojalan putnik,28,Lično putovanje,Ekonomska,645,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,20,Lično putovanje,Poslovna,770,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Lično putovanje,Ekonomska,1312,5,27,14,Neutralan ili nezadovoljan
musko,Nelojalan putnik,29,Poslovno putovanje,Ekonomska,114,3,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Poslovna,821,5,0,0,Zadovoljan
musko,Lojalan putnik,37,Lično putovanje,Ekonomska Plus,967,4,0,2,Neutralan ili nezadovoljan
musko,Lojalan putnik,60,Poslovno putovanje,Ekonomska,301,4,10,17,Neutralan ili nezadovoljan
musko,Lojalan putnik,23,Lično putovanje,Ekonomska,937,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,34,Lično putovanje,Ekonomska,557,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,2237,3,0,0,Zadovoljan
zensko,Lojalan putnik,41,Poslovno putovanje,Poslovna,3469,2,0,0,Zadovoljan
zensko,Nelojalan putnik,36,Poslovno putovanje,Ekonomska Plus,337,1,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,50,Lično putovanje,Ekonomska,296,4,8,4,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,733,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,23,Poslovno putovanje,Poslovna,1973,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Poslovna,216,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,2176,3,13,0,Zadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,861,5,0,0,Zadovoljan
musko,Lojalan putnik,16,Poslovno putovanje,Ekonomska,404,4,8,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,26,Lično putovanje,Ekonomska Plus,689,1,17,12,Neutralan ili nezadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2423,4,0,6,Zadovoljan
musko,Lojalan putnik,64,Lično putovanje,Ekonomska,933,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Poslovna,1521,1,0,16,Neutralan ili nezadovoljan
musko,Lojalan putnik,15,Poslovno putovanje,Ekonomska,1072,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Ekonomska,527,1,0,6,Zadovoljan
musko,Lojalan putnik,20,Lično putovanje,Ekonomska,547,3,18,24,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,32,Poslovno putovanje,Poslovna,491,1,11,9,Neutralan ili nezadovoljan
musko,Lojalan putnik,25,Poslovno putovanje,Poslovna,631,5,1,0,Zadovoljan
zensko,Lojalan putnik,59,Poslovno putovanje,Poslovna,2970,1,0,0,Zadovoljan
zensko,Lojalan putnik,43,Lično putovanje,Ekonomska,201,2,91,81,Zadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,2609,2,7,10,Zadovoljan
zensko,Lojalan putnik,61,Lično putovanje,Poslovna,1628,1,10,39,Neutralan ili nezadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,423,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,16,Lično putovanje,Ekonomska,883,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Poslovna,333,1,0,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,147,5,4,2,Zadovoljan
musko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,148,0,26,38,Neutralan ili nezadovoljan
musko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,109,2,55,51,Neutralan ili nezadovoljan
musko,Lojalan putnik,85,Poslovno putovanje,Ekonomska Plus,67,3,0,8,Neutralan ili nezadovoljan
zensko,Lojalan putnik,33,Poslovno putovanje,Poslovna,2061,5,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,58,Poslovno putovanje,Ekonomska Plus,272,4,24,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Lično putovanje,Ekonomska,354,5,0,0,Zadovoljan
musko,Lojalan putnik,32,Poslovno putovanje,Poslovna,1660,4,0,0,Zadovoljan
zensko,Lojalan putnik,24,Lično putovanje,Ekonomska,1605,5,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,22,Poslovno putovanje,Ekonomska,828,2,23,29,Neutralan ili nezadovoljan
musko,Lojalan putnik,11,Lično putovanje,Ekonomska,539,4,0,0,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,228,3,27,15,Zadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,592,3,0,0,Zadovoljan
musko,Lojalan putnik,64,Lično putovanje,Ekonomska,551,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,22,Poslovno putovanje,Poslovna,2545,3,17,0,Zadovoljan
zensko,Lojalan putnik,61,Poslovno putovanje,Ekonomska,403,1,0,0,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,3753,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,1555,3,23,23,Neutralan ili nezadovoljan
zensko,Lojalan putnik,55,Poslovno putovanje,Poslovna,3252,4,27,26,Zadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,416,4,157,158,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,2941,1,10,48,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,26,Poslovno putovanje,Poslovna,1237,5,0,0,Zadovoljan
musko,Lojalan putnik,33,Poslovno putovanje,Poslovna,861,5,2,0,Zadovoljan
musko,Nelojalan putnik,23,Poslovno putovanje,Poslovna,808,5,0,0,Zadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Poslovna,511,5,0,0,Zadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Ekonomska,191,5,132,122,Neutralan ili nezadovoljan
musko,Lojalan putnik,63,Poslovno putovanje,Ekonomska,257,3,0,4,Zadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Ekonomska,916,2,25,27,Zadovoljan
musko,Lojalan putnik,7,Lično putovanje,Ekonomska Plus,255,2,54,47,Neutralan ili nezadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2296,1,0,0,Zadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,2075,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,3854,3,0,0,Zadovoljan
musko,Nelojalan putnik,28,Poslovno putovanje,Ekonomska,954,2,0,0,Neutralan ili nezadovoljan
musko,Nelojalan putnik,65,Poslovno putovanje,Ekonomska,420,0,35,45,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Ekonomska,1121,1,0,0,Zadovoljan
musko,Lojalan putnik,74,Poslovno putovanje,Ekonomska,464,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,34,Poslovno putovanje,Poslovna,328,1,35,26,Zadovoljan
musko,Lojalan putnik,18,Lično putovanje,Poslovna,834,5,127,120,Neutralan ili nezadovoljan
musko,Lojalan putnik,30,Poslovno putovanje,Poslovna,1636,3,1,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,56,Poslovno putovanje,Poslovna,2277,5,196,170,Zadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,2699,3,0,0,Zadovoljan
musko,Lojalan putnik,53,Lično putovanje,Ekonomska,532,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,1903,1,6,4,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,2894,5,0,0,Zadovoljan
musko,Lojalan putnik,51,Poslovno putovanje,Poslovna,511,3,3,0,Zadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,1592,4,0,0,Zadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,1050,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Ekonomska,1035,2,0,0,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Poslovna,2454,1,0,0,Zadovoljan
musko,Lojalan putnik,52,Poslovno putovanje,Poslovna,2704,5,5,0,Zadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Ekonomska,632,2,5,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Lično putovanje,Poslovna,1744,4,104,98,Neutralan ili nezadovoljan
zensko,Lojalan putnik,14,Lično putovanje,Ekonomska,867,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,37,Poslovno putovanje,Ekonomska,965,2,2,0,Zadovoljan
zensko,Lojalan putnik,49,Poslovno putovanje,Poslovna,3333,5,4,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Poslovna,1726,2,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,328,0,0,0,Zadovoljan
zensko,Nelojalan putnik,38,Poslovno putovanje,Poslovna,516,4,4,22,Zadovoljan
musko,Lojalan putnik,59,Poslovno putovanje,Poslovna,3758,2,42,41,Zadovoljan
zensko,Nelojalan putnik,22,Poslovno putovanje,Poslovna,641,4,8,0,Zadovoljan
musko,Lojalan putnik,39,Lično putovanje,Ekonomska,1076,4,15,18,Neutralan ili nezadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,1583,5,0,0,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,1276,3,0,9,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Ekonomska,346,2,7,12,Zadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Ekonomska,874,2,96,80,Neutralan ili nezadovoljan
zensko,Lojalan putnik,38,Poslovno putovanje,Poslovna,2370,3,1,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,16,Poslovno putovanje,Poslovna,621,5,2,4,Neutralan ili nezadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Ekonomska,328,4,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,59,Lično putovanje,Ekonomska,315,3,0,18,Neutralan ili nezadovoljan
musko,Nelojalan putnik,37,Poslovno putovanje,Ekonomska Plus,408,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,61,Lično putovanje,Ekonomska,1047,3,0,0,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,417,1,66,51,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Ekonomska,542,2,21,8,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,542,3,35,42,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,40,Poslovno putovanje,Poslovna,229,4,5,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,284,3,114,100,Neutralan ili nezadovoljan
musko,Lojalan putnik,49,Lično putovanje,Ekonomska,1262,4,46,32,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,1030,4,0,0,Zadovoljan
musko,Lojalan putnik,28,Poslovno putovanje,Poslovna,2746,5,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,29,Poslovno putovanje,Ekonomska,859,4,7,17,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,481,3,21,18,Zadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Poslovna,1050,3,64,71,Zadovoljan
musko,Lojalan putnik,44,Lično putovanje,Ekonomska Plus,1521,5,3,9,Neutralan ili nezadovoljan
zensko,Lojalan putnik,28,Poslovno putovanje,Poslovna,936,2,0,0,Zadovoljan
musko,Lojalan putnik,54,Poslovno putovanje,Poslovna,2139,5,107,104,Zadovoljan
musko,Lojalan putnik,45,Poslovno putovanje,Poslovna,632,4,0,0,Zadovoljan
musko,Lojalan putnik,52,Poslovno putovanje,Poslovna,2287,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,3010,4,0,0,Zadovoljan
musko,Lojalan putnik,39,Lično putovanje,Ekonomska,67,4,19,20,Neutralan ili nezadovoljan
zensko,Lojalan putnik,20,Poslovno putovanje,Poslovna,654,3,25,28,Zadovoljan
musko,Lojalan putnik,68,Lično putovanje,Ekonomska Plus,997,5,0,23,Neutralan ili nezadovoljan
musko,Lojalan putnik,19,Lično putovanje,Ekonomska,616,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,33,Poslovno putovanje,Poslovna,3954,4,0,16,Zadovoljan
zensko,Lojalan putnik,42,Poslovno putovanje,Poslovna,594,5,0,0,Zadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Poslovna,174,4,0,0,Zadovoljan
musko,Lojalan putnik,26,Lično putovanje,Ekonomska,888,4,17,10,Neutralan ili nezadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,696,3,10,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,35,Poslovno putovanje,Ekonomska Plus,2106,3,21,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,21,Poslovno putovanje,Poslovna,1839,2,0,26,Zadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,1553,4,0,10,Zadovoljan
zensko,Nelojalan putnik,43,Poslovno putovanje,Poslovna,602,3,0,4,Neutralan ili nezadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,3916,2,0,1,Zadovoljan
zensko,Lojalan putnik,28,Lično putovanje,Ekonomska,975,4,16,12,Neutralan ili nezadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Ekonomska,2342,4,3,27,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Ekonomska,334,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,31,Poslovno putovanje,Ekonomska Plus,2277,1,0,0,Zadovoljan
zensko,Lojalan putnik,51,Poslovno putovanje,Poslovna,2147,2,25,3,Zadovoljan
zensko,Lojalan putnik,56,Lično putovanje,Ekonomska,2133,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,54,Poslovno putovanje,Poslovna,590,4,6,50,Zadovoljan
musko,Lojalan putnik,31,Poslovno putovanje,Poslovna,3935,5,55,48,Zadovoljan
musko,Lojalan putnik,28,Poslovno putovanje,Ekonomska,936,2,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,48,Poslovno putovanje,Ekonomska,387,1,0,0,Zadovoljan
musko,Nelojalan putnik,29,Poslovno putovanje,Ekonomska,771,1,83,76,Neutralan ili nezadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,3575,0,12,23,Zadovoljan
musko,Nelojalan putnik,68,Poslovno putovanje,Ekonomska,238,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,67,Lično putovanje,Ekonomska,1379,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,54,Poslovno putovanje,Poslovna,589,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,29,Lično putovanje,Ekonomska,971,2,1,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Ekonomska,209,4,0,0,Zadovoljan
musko,Nelojalan putnik,23,Poslovno putovanje,Poslovna,251,0,33,20,Zadovoljan
musko,Lojalan putnik,54,Lično putovanje,Ekonomska,667,2,3,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,17,Lično putovanje,Ekonomska,270,5,4,0,Zadovoljan
musko,Lojalan putnik,11,Poslovno putovanje,Poslovna,1475,3,46,23,Zadovoljan
musko,Nelojalan putnik,35,Poslovno putovanje,Ekonomska,900,1,1,20,Neutralan ili nezadovoljan
zensko,Lojalan putnik,33,Lično putovanje,Ekonomska,944,2,0,5,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Lično putovanje,Ekonomska,265,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,36,Poslovno putovanje,Poslovna,2711,4,2,0,Zadovoljan
zensko,Lojalan putnik,70,Lično putovanje,Ekonomska,189,4,43,44,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,21,Poslovno putovanje,Ekonomska,262,1,0,0,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,25,Poslovno putovanje,Poslovna,1299,0,109,74,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Lično putovanje,Ekonomska Plus,226,4,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,39,Poslovno putovanje,Poslovna,3717,5,0,0,Zadovoljan
zensko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,229,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Poslovna,1188,5,0,0,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Ekonomska,119,1,15,0,Zadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Poslovna,2296,3,9,3,Neutralan ili nezadovoljan
zensko,Nelojalan putnik,41,Poslovno putovanje,Poslovna,74,5,0,0,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,3170,1,0,0,Zadovoljan
zensko,Lojalan putnik,45,Poslovno putovanje,Poslovna,507,5,0,0,Zadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,901,4,14,0,Zadovoljan
zensko,Lojalan putnik,35,Lično putovanje,Ekonomska,425,2,2,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,35,Poslovno putovanje,Poslovna,3805,3,0,0,Zadovoljan
musko,Lojalan putnik,44,Poslovno putovanje,Poslovna,1559,1,12,9,Zadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,3594,3,7,13,Zadovoljan
musko,Lojalan putnik,58,Poslovno putovanje,Poslovna,3400,1,19,7,Zadovoljan
zensko,Nelojalan putnik,35,Poslovno putovanje,Ekonomska,762,2,3,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,70,Lično putovanje,Ekonomska Plus,677,4,29,16,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Lično putovanje,Ekonomska,842,4,13,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,46,Poslovno putovanje,Poslovna,3889,3,13,2,Zadovoljan
zensko,Lojalan putnik,39,Poslovno putovanje,Ekonomska,67,2,35,26,Neutralan ili nezadovoljan
musko,Lojalan putnik,45,Lično putovanje,Ekonomska,468,4,110,116,Neutralan ili nezadovoljan
musko,Lojalan putnik,41,Poslovno putovanje,Poslovna,329,5,0,0,Zadovoljan
musko,Nelojalan putnik,25,Poslovno putovanje,Ekonomska,1237,4,0,0,Zadovoljan
zensko,Lojalan putnik,35,Poslovno putovanje,Poslovna,2458,4,0,0,Zadovoljan
musko,Lojalan putnik,24,Poslovno putovanje,Poslovna,3902,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Ekonomska,493,1,2,6,Zadovoljan
zensko,Nelojalan putnik,24,Poslovno putovanje,Ekonomska,224,2,4,14,Neutralan ili nezadovoljan
musko,Lojalan putnik,42,Poslovno putovanje,Poslovna,328,1,28,20,Zadovoljan
zensko,Lojalan putnik,46,Lično putovanje,Ekonomska,983,4,8,36,Neutralan ili nezadovoljan
musko,Lojalan putnik,43,Poslovno putovanje,Poslovna,411,5,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,66,Poslovno putovanje,Poslovna,2327,1,0,0,Zadovoljan
zensko,Lojalan putnik,47,Poslovno putovanje,Poslovna,1438,1,10,7,Neutralan ili nezadovoljan
musko,Nelojalan putnik,27,Poslovno putovanje,Poslovna,1111,3,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,53,Poslovno putovanje,Poslovna,1856,5,9,0,Zadovoljan
zensko,Lojalan putnik,53,Poslovno putovanje,Poslovna,409,1,12,3,Zadovoljan
zensko,Lojalan putnik,46,Poslovno putovanje,Poslovna,645,4,0,15,Neutralan ili nezadovoljan
musko,Nelojalan putnik,26,Poslovno putovanje,Ekonomska,750,2,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,40,Poslovno putovanje,Poslovna,1900,2,0,0,Zadovoljan
zensko,Lojalan putnik,50,Poslovno putovanje,Ekonomska,447,1,11,0,Zadovoljan
musko,Lojalan putnik,25,Poslovno putovanje,Poslovna,1400,3,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,58,Poslovno putovanje,Poslovna,2351,2,0,0,Zadovoljan
musko,Lojalan putnik,37,Poslovno putovanje,Ekonomska,247,1,0,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,3407,4,0,0,Zadovoljan
zensko,Lojalan putnik,29,Lično putovanje,Ekonomska,1055,4,8,0,Neutralan ili nezadovoljan
zensko,Lojalan putnik,52,Poslovno putovanje,Poslovna,3758,2,0,7,Neutralan ili nezadovoljan
musko,Lojalan putnik,64,Lično putovanje,Ekonomska,1199,3,2,6,Neutralan ili nezadovoljan
musko,Lojalan putnik,47,Poslovno putovanje,Poslovna,159,5,0,0,Neutralan ili nezadovoljan
musko,Lojalan putnik,40,Poslovno putovanje,Poslovna,1127,5,41,65,Neutralan ili nezadovoljan
zensko,Lojalan putnik,41,Poslovno putovanje,Poslovna,3007,4,144,135,Zadovoljan
zensko,Lojalan putnik,31,Poslovno putovanje,Poslovna,3593,5,0,0,Zadovoljan
musko,Lojalan putnik,29,Poslovno putovanje,Poslovna,980,4,0,0,Zadovoljan
zensko,Lojalan putnik,44,Poslovno putovanje,Poslovna,258,3,23,20,Zadovoljan
musko,Lojalan putnik,49,Poslovno putovanje,Poslovna,717,2,7,0,Neutralan ili nezadovoljan
